COD_CIR;Origen;Destino;Nom_orig;Nom_Des;Km;Res;Reac;tension;proy
LNX-065;SIS-24;SIS148;Socabaya 220 kV;Yarabamba 220 kV;3.5;0.0349;0.2846;220;0
LNX-066;SIS-24;SIS148;Socabaya 220 kV;Yarabamba 220 kV;3.5;0.0349;0.2846;220;0
LNX-068;SIS-52;SIS-32;San Jose 220 kV;San Luis CV 220 kV;28.5;0.0706;0.5051;220;0
LNX-067;SIS-52;SIS-32;San Jose 220 kV;San Luis CV 220 kV;28.5;0.0706;0.5051;220;0
LSE-025;SIS-24;SIS-18;Socabaya 220 kV;Moquegua 220 kV;106.7;0.0662;0.4909;220;0
LSE-026;SIS-24;SIS-18;Socabaya 220 kV;Moquegua 220 kV;106.7;0.0662;0.4909;220;0
LSE-028;SIS-18;SIS-35;Moquegua 220 kV;Montalvo 220 kV;5;0.025;0.342;220;0
LSE-061;SIS-18;SIS-34;Moquegua 220 kV;Ilo2 220 kV;72.5;0.072;0.3895;220;0
LSE-062;SIS-18;SIS-34;Moquegua 220 kV;Ilo2 220 kV;72.5;0.072;0.3895;220;0
LSE-a62;SIS-54;SIS-34;Ilo3 220 kV;Ilo2 220 kV;27.5;0.072;0.3895;220;1
LSE-b62;SIS-18;SIS-54;Moquegua 220 kV;Ilo3 220 kV;45;0.072;0.3895;220;1
LSE-063;SIS-18;SIS-57;Moquegua 220 kV;Tia Maria 220 kV;99.5;0.0754;0.4878;220;0
LSE-064;SIS-18;SIS-57;Moquegua 220 kV;Tia Maria 220 kV;99.5;0.0754;0.4878;220;1
LSE-a64;SIS-18;SIS-54;Moquegua 220 kV;Ilo3 220 kV;54;0.0754;0.4878;220;0
LSE-b64;SIS-54;SIS-57;Ilo3 220 kV;Tia Maria 220 kV;117.1;0.0754;0.4878;220;0
LSE-038;SIS-18;SIS-26;Moquegua 220 kV;Los Heroes 220 kV;124.3;0.0614;0.5115;220;1
LSEa038;SIS-18;SIS-35;Moquegua 220 kV;Montalvo 220 kV;5.7;0.0614;0.5115;220;1
LSEb038;SIS-35;SIS-26;Montalvo 220 kV;Los Heroes 220 kV;129.1;0.0614;0.5115;220;1
LSE-058;SIS-35;SIS-26;Montalvo 220 kV;Los Heroes 220 kV;128.8;0.0683;0.5144;220;0
LSE-037;SIS-20;SIS-18;Puno 220 kV;Moquegua 220 kV;196.4;0.0467;0.4975;220;0
PPT-098;SIS-50;SIS-20;Juliaca 220 kV;Puno 220 kV;33.1;0.0524;0.3903;220;0
PPT-096;SIS-49;SIS-50;Azangaro 220 kV;Juliaca 220 kV;77.5;0.0524;0.3903;220;0
PPT-097;SIS-42;SIS-49;Tintaya 220 kV;Azangaro 220 kV;128;0.0743;0.4884;220;0
LSE-044;SIS-42;SIS-24;Tintaya 220 kV;Socabaya 220 kV;201.4;0.0576;0.5058;220;0
LSE-b44;SIS-42;SIS-24;Tintaya 220 kV;Socabaya 220 kV;201.4;0.0583;0.5045;220;0
LSE-055;SIS-42;SIS-64;Tintaya 220 kV;Constancia 220 kV;69.2;0.0579;0.5082;220;0
LSE-065;SICN-74;SIS-65;Cotaruse 220 kV;Las Bambas 220 kV;131;0.0637;0.4925;220;0
LSE-066;SICN-74;SIS-65;Cotaruse 220 kV;Las Bambas 220 kV;131;0.0637;0.4925;220;0
LSE-051;SIS-43;SIS-42;Onocora 220 kV;Tintaya 220 kV;68;0.0432;0.3737;220;0
LSE-052;SIS-43;SIS-42;Onocora 220 kV;Tintaya 220 kV;68;0.0435;0.3732;220;0
LSE-050;SIS-45;SIS-43;Kayra 220 kV;Onocora 220 kV;107.4;0.0431;0.3695;220;0
LSE-049;SIS-44;SIS-45;Suriray 220 kV;Kayra 220 kV;152.9;0.0431;0.3646;220;0
LSE-046;SIS-44;SIS-36;Suriray 220 kV;Abancay 220 kV;58.1;0.0498;0.5096;220;0
LSE-047;SIS-36;SICN-74;Abancay 220 kV;Cotaruse 220 kV;130;0.0498;0.5096;220;0
LSE-048;SIS-44;SICN-74;Suriray 220 kV;Cotaruse 220 kV;188.4;0.0498;0.5096;220;0
TNE-026;SICN-11;SICN-87;Carhuaquero 220 kV;Carhuaquero 138 kV;1;4.4647;165.9429;220;0
TNE-048;SICN-11;SICN-87;Carhuaquero 220 kV;Carhuaquero 138 kV;1;4.4647;165.9429;220;0
TNE-014;SICN-17;SICN-18;Guadalupe 220 kV;Guadalupe 60 kV;1;1.313;40.1251;220;0
TNE-013;SICN-15;SICN-63;Chimbote 220 kV;Chimbote 138 kV;1;0.4243;21.7162;220;0
TNE-019;SICN-79;SICN179;Kiman Ayllu 220 kV;Kiman Ayllu 138 kV;1;0.8281;60.6597;220;0
TNC-001;SICN-41;SICN-70;Paramonga 220 kV;SEPANU 138 kV;1;1.692;87.0455;220;0
TNE-051;SICN114;SIED-08;Lomera 220 kV;Lomera 60 kV;1;7.915;50.336;220;0
TNE-052;SICN-58;SIED-06;Zapallal 220 kV;Huarangal 60 kV;1;0.4571;33.6649;220;0
TNE-053;SICN055;SIED-04;Chillon 220 kV;Chillon 60 kV;1;0.6107;14.3049;220;0
TNE-054;SICN-13;SIED-01;Chavarria 220 kV;Chavarria 60 kV;1;0.2261;10.602;220;0
TNE-001;SICN013;SIED-10;Barsi 220 kV;Barsi 60 kV;1;0.2351;11.4731;220;0
TNE-055;SICN-68;SICN-05;Mirador 220 kV;Mirador 60 kV;1;1.4923;46.7867;220;0
TNE-050;SICN-68;SICN-05;Mirador 220 kV;Mirador 60 kV;1;1.4923;46.7867;220;0
TNE-010;SICN068;SIED-09;Malvinas 220 kV;Mirones 60 kV;1;0.5852;30.5189;220;0
TNE-011;SICN068;SIED-09;Malvinas 220 kV;Mirones 60 kV;1;0.5852;30.5189;220;0
TNE-066;SICN014;SIED-11;Aeropuerto 220 kV;Aeropuerto 60 kV;1;1.0095;23.2;220;1
TNE-003;SICN-49;SICN-50;Santa Rosa 220 kV;Santa Rosa LDS 60 kV;1;0.5256;10.013;220;0
TNE-035;SICN-49;SICN150;Santa Rosa 220 kV;Santa Rosa EDN 60 kV;1;0.485;10.013;220;0
TNE-004;SICN-02;SICN-03;Balnearios 220 kV;Balnearios 60 kV;1;0.1998;9.2197;220;0
TNE-067;SICN-48;SILS-09;San Juan 220 kV;San Juan 60 kV;1;0.2806;12.939;220;0
TNE-068;SICN148;SILS-10;Pachacutec 220 kV;Pachacutec 60 kV;1;1.3333;19.1333;220;0
TNX-003;SICN-76;SICN-44;Industriales 220 kV;Puente 60 kV;1;0.5643;25.4347;220;0
TNX-002;SICN184;SICN284;Manchay 220 kV;Manchay 60 kV;1;1.0944;44.407;220;0
TNX-001;SICN146;SICN246;San Miguel 220 kV;San Miguel 60 kV;1;0.2321;17.1863;220;0
TNE-056;SICN-69;SILS-01;Chilca REP 220 kV;Chilca 60 kV;1;1.1969;45.98;220;0
TNE-057;SICN117;SILS-03;Alto Praderas 220 kV;Praderas 60 kV;1;0.3886;25.3495;220;0
TNE-058;SICN172;SILS-04;Asia 220 kV;Bujama 60 kV;1;2.3855;67.4184;220;0
TNE-059;SICN-26;SILS-05;Independencia 220 kV;Independencia 60 kV;1;1.936;45.4935;220;0
TNE-060;SICN115;SILS-06;Chincha 220 kV;Pueblo Nuevo 60 kV;1;2.2199;94.864;220;0
TNE-061;SICN-29;SILS-07;Marcona 220 kV;Marcona 60 kV;1;1.0091;46.9265;220;0
TNE-062;SICN116;SILS-08;Nazca 220 kV;Nazca 60 kV;1;1.8164;92.8635;220;0
TNE-002;SICN-06;SICN-07;Callahuanca 220 kV;Callahuanca 60 kV;1;1.2661;66.9059;220;0
TEC-001;SICN-28;SIEC-01;Mantaro 220 kV;Cobriza 69 kV;1;3.4074;120.2256;220;0
TEC-002;SIEC-05;SIEC-04;Mollepata 220 kV;Mollepata 69 kV;1;3.8215;106.2864;220;0
TEC-003;SICN-24;SIEC-06;Huayucachi 220 kV;Huayucachi 60 kV;1;2.9559;97.4966;220;0
TEC-004;SICN111;SIEC-09;Orcotuna 220 kV;Orcotuna 60 kV;1;0;106.48;220;0
TNE-006;SICN-34;SICN-35;Oroya 220 kV;Oroya 50 kV;1;1.0261;60.258;220;0
TNE-020;SICN-09;SICN-08;Carhuamayo 220 kV;Carhuamayo 138 kV;1;0.8497;58.4027;220;0
TNE-012;SICN-61;SICN-57;Yuncan 220 kV;Yuncan 138 kV;1;0.6447;44.9313;220;0
TNE-017;SICN-39;SICN-38;Paragsha 220 kV;Paragsha 138 kV;1;0.8033;37.1083;220;0
TNE-046;SICN212;SICN121;Huanuco 220 kV;Huanuco Nueva 138 kV;1;4.512;67.76;220;0
TNE-005;SICN-53;SICN-52;Tingo Maria 220 kV;Tingo Maria 138 kV;1;1.5122;68.6608;220;0
TNE-016;SICN-01;SICN-97;Aguaytia 220 kV;Aguaytia (neutro) kV;1;0.968;45.375;220;0
TNE-027;SICN-59;SICN-97;Aguaytia 138 kV;Aguaytia (neutro) kV;1;0.1182;12.2834;138;0
TNE-028;SICN-90;SICN-97;Aguaytia 22.9 kV;Aguaytia (neutro) kV;1;0.0033;0.5144;2.9;0
TNE-034;SICN110;SICN-95;Moyobamba 220 kV;Moyobamba 138 kV;1;0;33.88;220;0
TSE-003;SIS-24;SIS-23;Socabaya 220 kV;Socabaya 138 kV;1;0.2958;15.2137;220;0
TSE-002;SIS-18;SIS-17;Moquegua 220 kV;Moquegua 138 kV;1;0.1076;10.9384;220;0
TSE-005;SIS-26;SIS-27;Los Heroes 220 kV;Tacna 66 kV;1;3.4074;123.904;220;0
TSE-006;SIS-26;SIS-27;Los Heroes 220 kV;Tacna 66 kV;1;3.4074;123.904;220;0
TSE-035;SIS-54;SIS-55;Ilo3 220 kV;Ilo3 138 kV;1;0.2036;12.1181;220;0
TSE-004;SIS-20;SIS-19;Puno 220 kV;Puno 138 kV;1;0.8033;49.126;220;0
TSE-034;SIS-50;SIS-14;Juliaca 220 kV;Juliaca 138 kV;1;0.0172;49.126;220;0
TSE-033;SIS-49;SIS-05;Azangaro 220 kV;Azangaro 138 kV;1;0.0172;49.126;220;0
TSE-030;SIS-42;SIS-28;Tintaya 220 kV;Tintaya 138 kV;1;0.7589;35.3126;220;0
TSE-032;SIS-45;SIS-53;Kayra 220 kV;Kayra 138 kV;1;0.0172;56.4667;220;0
TNE-021;SIS-44;SIS-47;Suriray 220 kV;Suriray 138 kV;1;0.4737;27.0647;220;0
TSE-031;SIS-36;SIS-46;Abancay 220 kV;Abancay 138 kV;1;0.9043;50.6607;220;0
LNE-098;SICN-87;SICN-88;Carhuaquero 138 kV;Cutervo 138 kV;63.4;0.1482;0.516;138;0
LNE-099;SICN-88;SICN-89;Cutervo 138 kV;Jaen 138 kV;90.2;0.1432;0.5098;138;0
LNE-082;SICN-63;SICN-62;Chimbote 138 kV;Huallanca 138 kV;84;0.1214;0.48;138;0
LNE-083;SICN-63;SICN-62;Chimbote 138 kV;Huallanca 138 kV;84;0.1213;0.48;138;0
LNE-084;SICN-63;SICN-62;Chimbote 138 kV;Huallanca 138 kV;84;0.1206;0.48;138;0
LNE-134;SICN-62;SICN179;Huallanca 138 kV;Kiman Ayllu 138 kV;6.9;0.1576;0.4678;138;0
LNC-001;SICN-70;SICN-71;SEPANU 138 kV;SEPAEX 138 kV;9.4;0.2636;0.52;138;0
LNE-100;SICN-57;SICN-96;Yuncan 138 kV;Yaupi 138 kV;14;0.0992;0.4906;138;0
LNE-067;SICN-08;SICN-12;Carhuamayo 138 kV;Caripa 138 kV;53.5;0.1574;0.4886;138;0
LNE-068;SICN-12;SICN-33;Caripa 138 kV;Oroya 138 kV;20.5;0.1574;0.4886;138;0
LNE-092;SICN-12;SICN-66;Caripa 138 kV;Condorcocha 138 kV;12;0.1445;0.4886;138;0
LNE-066;SICN-08;SICN-38;Carhuamayo 138 kV;Paragsha 138 kV;61.1;0.1617;0.4978;138;0
LNE-a69;SICN-38;SICN127;Paragsha 138 kV;Santa Lorenza 138 kV;58;0.138;0.508;138;0
LNE-b69;SICN127;SICN125;Santa Lorenza 138 kV;Amarilis 138 kV;34.7;0.138;0.508;138;0
LNE-a64;SICN126;SICN-52;Piedra Blanca 138 kV;Tingo Maria 138 kV;27.8;0.1656;0.5034;138;0
LNE-c64;SICN125;SICN126;Amarilis 138 kV;Piedra Blanca 138 kV;55.1;0.1656;0.5034;138;0
LNE-d64;SICN-23;SICN125;Huanuco 138 kV;Amarilis 138 kV;6.2;0.1656;0.5034;138;0
LNE-087;SICN125;SICN121;Amarilis 138 kV;Huanuco Nueva 138 kV;1;0.1656;0.5034;138;0
LNE-101;SICN-52;SICN-91;Tingo Maria 138 kV;Aucayacu 138 kV;44.2;0.1389;0.5183;138;0
LNE-102;SICN-91;SICN-92;Aucayacu 138 kV;Tocache 138 kV;107.8;0.1348;0.51;138;0
LNE-103;SICN-92;SICN-93;Tocache 138 kV;Bellavista 138 kV;149.7;0.142;0.499;138;0
LNE-119;SICN-93;SICN194;Bellavista 138 kV;Picota 138 kV;34;0.1423;0.4993;138;0
LNE-105;SICN-94;SICN-95;Tarapoto 138 kV;Moyobamba 138 kV;99;0.1423;0.4993;138;0
LNE-a94;SICN-59;SICN160;Aguaytia 138 kV;Campo Verde 138 kV;107.4;0.1116;0.4914;138;0
LNE-b94;SICN160;SICN-60;Campo Verde 138 kV;Pucallpa 138 kV;23.6;0.1116;0.4914;138;0
LNE-138;SICN-59;SICN-60;Aguaytia 138 kV;Pucallpa 138 kV;131;0.1116;0.4914;138;0
LSE-28A;SIS-17;SIS-06;Moquegua 138 kV;Botiflaca 138 kV;30.8;0.076;0.48;138;0
LSE-28B;SIS-17;SIS-06;Moquegua 138 kV;Botiflaca 138 kV;32.5;0.0724;0.4769;138;0
LSE-029;SIS-17;SIS-30;Moquegua 138 kV;Mill Site 138 kV;38.7;0.1441;0.5337;138;0
LSE-027;SIS-17;SIS-31;Moquegua 138 kV;Toquepala 138 kV;38.7;0.1441;0.5337;138;0
LSE-023;SIS-17;SIS-25;Moquegua 138 kV;SPCC 138 kV;56.6;0.0724;0.498;138;0
LSE-054;SIS-17;SIS-63;Moquegua 138 kV;Alto Zapata 138 kV;6;0.1683;0.51;138;0
LSE-030;SIS-30;SIS-06;Mill Site 138 kV;Botiflaca 138 kV;33.4;0.1279;0.4912;138;0
LSE-024;SIS-31;SIS-30;Toquepala 138 kV;Mill Site 138 kV;0.3;0.1197;0.5057;138;0
LSE-A18;SIS-30;SIS-55;Mill Site 138 kV;Ilo3 138 kV;64.7;0.132;0.4946;138;0
LSE-B18;SIS-55;SIS-07;Ilo3 138 kV;Ilo ELS 138 kV;25.5;0.1222;0.4902;138;0
LSE-019;SIS-07;SIS-25;Ilo ELS 138 kV;SPCC 138 kV;14.3;0.134;0.4902;138;0
LSE-020;SIS-31;SIS-02;Toquepala 138 kV;Aricota 138 kV;35;0.12;0.506;138;0
LSE-057;SIS-19;SIS-59;Puno 138 kV;Totorani 138 kV;10.6;0.139;0.499;138;0
LSE-017;SIS-14;SIS-19;Juliaca 138 kV;Puno 138 kV;37;0.112;0.5033;138;0
LSE-a16;SIS-05;SIS-60;Azangaro 138 kV;Maravilla 138 kV;67.5;0.1366;0.5033;138;0
LSE-b16;SIS-60;SIS-14;Maravilla 138 kV;Juliaca 138 kV;10.5;0.1366;0.5033;138;0
LSE-059;SIS-05;SIS-61;Azangaro 138 kV;Putina 138 kV;40.1;0.139;0.499;138;0
LSE-060;SIS-61;SIS-62;Putina 138 kV;Ananea 138 kV;49.7;0.139;0.499;138;0
LSE-039;SIS-05;SIS-37;Azangaro 138 kV;San Gaban 138 kV;159.3;0.111;0.5033;138;0
LSE-040;SIS-05;SIS-40;Azangaro 138 kV;San Rafael 138 kV;89.3;0.111;0.5033;138;0
LSE-041;SIS-40;SIS-37;San Rafael 138 kV;San Gaban 138 kV;76.5;0.111;0.5033;138;0
LSE-042;SIS-37;SIS-38;San Gaban 138 kV;Mazuco 138 kV;68.9;0.1671;0.5403;138;0
LSE-043;SIS-38;SIS-39;Mazuco 138 kV;Puerto Maldonado 138 kV;155.7;0.1843;0.5434;138;0
LSE-015;SIS-04;SIS-05;Ayaviri 138 kV;Azangaro 138 kV;42.4;0.1366;0.5033;138;0
LSE-014;SIS-28;SIS-04;Tintaya 138 kV;Ayaviri 138 kV;82.5;0.136;0.5033;138;0
LSE-009;SIS-28;SIS-11;Tintaya 138 kV;Combapata 138 kV;99.1;0.158;0.508;138;0
LSE-010;SIS-11;SIS-21;Combapata 138 kV;Quencoro 138 kV;87.5;0.158;0.5085;138;0
LSE-011;SIS-21;SIS-12;Quencoro 138 kV;Dolorespata 138 kV;8.3;0.146;0.5199;138;0
LSE-012;SIS-12;SIS-08;Dolorespata 138 kV;Cachimayo 138 kV;13.5;0.157;0.5012;138;0
LSE-053;SIS-21;SIS-58;Quencoro 138 kV;ParqueInd 138 kV;5.4;0.0283;0.5085;138;0
LSE-033;SIS-21;SIS-53;Quencoro 138 kV;Kayra 138 kV;5.9;0.0257;0.3193;138;0
LSE-034;SIS-15;SIS-21;Machupicchu 138 kV;Quencoro 138 kV;99.3;0.146;0.5198;138;1
LSEa034;SIS-15;SIS-08;Machupicchu 138 kV;Cachimayo 138 kV;78.6;0.146;0.5198;138;1
LSEb034;SIS-08;SIS-21;Cachimayo 138 kV;Quencoro 138 kV;20.8;0.146;0.5198;138;1
LSE-035;SIS-15;SIS-08;Machupicchu 138 kV;Cachimayo 138 kV;78.6;0.157;0.5012;138;1
LSE-045;SIS-15;SIS-47;Machupicchu 138 kV;Suriray 138 kV;8.5;0.028;0.315;138;0
LSE-13a;SIS-08;SIS-46;Cachimayo 138 kV;Abancay 138 kV;88.7;0.138;0.506;138;0
LSE-13b;SIS-46;SIS-01;Abancay 138 kV;Tamburco 138 kV;12.3;0.138;0.506;138;0
LSE-008;SIS-09;SIS-28;Callalli 138 kV;Tintaya 138 kV;90.4;0.112;0.5103;138;0
LSE-007;SIS-22;SIS-09;Santuario 138 kV;Callalli 138 kV;89.2;0.097;0.5103;138;0
LSE-004;SIS-23;SIS-22;Socabaya 138 kV;Santuario 138 kV;20.7;0.157;0.5278;138;0
LSE-005;SIS-23;SIS-22;Socabaya 138 kV;Santuario 138 kV;20.7;0.157;0.5278;138;0
LSE-036;SIS-22;SIS-23;Santuario 138 kV;Socabaya 138 kV;20.7;0.139;0.5278;138;0
LSE-001;SIS-23;SIS-10;Socabaya 138 kV;Cerro Verde 138 kV;10.8;0.157;0.5278;138;0
LSE-002;SIS-23;SIS-10;Socabaya 138 kV;Cerro Verde 138 kV;10.8;0.157;0.5278;138;0
LSE-031;SIS-10;SIS-33;Cerro Verde 138 kV;Reparticion 138 kV;23;0.1476;0.5278;138;0
LSE-032;SIS-33;SIS-16;Reparticion 138 kV;Mollendo 138 kV;64;0.1476;0.5278;138;0
TNE-007;SICN-33;SICN-35;Oroya 138 kV;Oroya 50 kV;1;1.1782;25.392;138;0
TNE-008;SICN-08;SICN-10;Carhuamayo 138 kV;Carhuamayo 50 kV;1;2.3565;33.6444;138;0
TNE-009;SICN-38;SICN-40;Paragsha 138 kV;Paragsha 50 kV;1;0.3243;10.4727;138;0
TNE-018;SICN-60;SICN-64;Pucallpa 138 kV;Pucallpa 60 kV;1;0.7806;18.4813;138;0
TSE-001;SIS-02;SIS-03;Aricota 138 kV;Aricota 66 kV;1;2.243;24.8207;138;0
LNE-072;SICN-40;SICN-16;Paragsha 50 kV;Excelsior 50 kV;1.2;0.1712;0.4687;50;0
LNE-073;SICN-16;SICN-10;Excelsior 50 kV;Carhuamayo 50 kV;41.1;0.2686;0.442;50;0
LNE-074;SICN-16;SICN-10;Excelsior 50 kV;Carhuamayo 50 kV;41.1;0.2686;0.442;50;0
LNE-075;SICN-10;SICN-27;Carhuamayo 50 kV;Malpaso 50 kV;64.5;0.3397;0.5269;50;1
LNE-076;SICN-10;SICN-27;Carhuamayo 50 kV;Malpaso 50 kV;64.7;0.3397;0.5269;50;1
LNE-077;SICN-27;SICN-35;Malpaso 50 kV;Oroya 50 kV;18.8;0.1699;0.4869;50;0
LNE-078;SICN-36;SICN-27;Oroya CH 50 kV;Malpaso 50 kV;18.3;0.1699;0.4869;50;0
LNE-079;SICN-36;SICN-45;Oroya CH 50 kV;Pzinc 50 kV;4;0.1708;0.4973;50;0
LNE-080;SICN-35;SICN-45;Oroya 50 kV;Pzinc 50 kV;2.7;0.1449;0.4618;50;0
LNE-081;SICN-35;SICN-45;Oroya 50 kV;Pzinc 50 kV;2.5;0.1448;0.4615;50;0
LEC-001;SIEC-01;SIEC-02;Cobriza 69 kV;Machahuay 69 kV;58.8;0.1206;0.4503;69;0
LEC-002;SIEC-02;SIEC-03;Machahuay 69 kV;Huanta 69 kV;51.8;0.266;0.4593;69;0
LEC-003;SIEC-03;SIEC-04;Huanta 69 kV;Mollepata 69 kV;1;6.3095;20.0357;69;0
LEC-005;SIEC-06;SIEC-07;Huayucachi 60 kV;Huancayo 60 kV;13.3;0.139;0.4511;60;0
LEC-006;SIEC-07;SIEC-08;Huancayo 60 kV;PIndustrial 60 kV;13.7;0.1333;0.4467;60;0
LEC-007;SIEC-06;SIEC-08;Huayucachi 60 kV;PIndustrial 60 kV;18;0.266;0.4593;60;0
LEC-008;SIEC-06;SIEC-08;Huayucachi 60 kV;PIndustrial 60 kV;14.6;0.266;0.4593;60;0
LEC-009;SIEC-08;SIEC-09;PIndustrial 60 kV;Orcotuna 60 kV;15;0.14;0.4413;60;0
LNE-048;SICN-07;SICN-21;Callahuanca 60 kV;Huampani 60 kV;23.5;0.172;0.486;60;0
LNE-049;SICN-21;SICN-32;Huampani 60 kV;„a–a 60 kV;7.9;0.1226;0.4406;60;0
LNE-050;SICN-32;SICN-19;„a–a 60 kV;Huachipa 60 kV;19.8;0.1416;0.4831;60;0
LNE-051;SICN-07;SICN-19;Callahuanca 60 kV;Huachipa 60 kV;40.8;0.155;0.4554;60;0
LNE-061;SICN-07;SICN-31;Callahuanca 60 kV;Moyopampa 60 kV;12.9;0.304;0.465;60;0
LNE-052;SICN-19;SICN-50;Huachipa 60 kV;Santa Rosa LDS 60 kV;11.3;0.1639;0.4752;60;0
LNE-053;SICN-19;SICN-50;Huachipa 60 kV;Santa Rosa LDS 60 kV;12.6;0.1639;0.4752;60;1
LNE-151;SICN-19;SICN019;Huachipa 60 kV;Planicie 60 kV;13.8;0.2681;0.4705;60;0
LNE-152;SICN-19;SICN019;Huachipa 60 kV;Planicie 60 kV;13.8;0.2681;0.4705;60;0
LNE-153;SICN284;SICN019;Manchay 60 kV;Planicie 60 kV;10.2;0.0242;0.2286;60;0
LNE-155;SICN-19;SICN246;Huachipa 60 kV;San Miguel 60 kV;14.8;0.0617;0.3375;60;0
LNE-156;SICN-19;SICN246;Huachipa 60 kV;San Miguel 60 kV;14.8;0.0617;0.3375;60;0
LNE-062;SICN-31;SICN150;Moyopampa 60 kV;Santa Rosa EDN 60 kV;39.8;0.1185;0.4563;60;0
LNE-063;SICN-31;SICN150;Moyopampa 60 kV;Santa Rosa EDN 60 kV;39.8;0.1185;0.4537;60;0
LNE-054;SICN-50;SICN-44;Santa Rosa LDS 60 kV;Puente 60 kV;14;0.0921;0.4256;60;0
LNE-055;SICN-50;SICN-44;Santa Rosa LDS 60 kV;Puente 60 kV;7.1;0.0921;0.4256;60;1
LNE-117;SICN-44;SICN-19;Puente 60 kV;Huachipa 60 kV;13.1;0.1603;0.4653;60;0
LNE-056;SICN-44;SICN-03;Puente 60 kV;Balnearios 60 kV;7.1;0.11;0.43;60;1
LNE-057;SICN-44;SICN-03;Puente 60 kV;Balnearios 60 kV;10.8;0.1095;0.4402;60;1
LNE-058;SICN-03;SICN-47;Balnearios 60 kV;Salamanca 60 kV;4.4;0.1167;0.4403;60;0
LNE-095;SICN-03;SICN-47;Balnearios 60 kV;Salamanca 60 kV;4.5;0.1167;0.4403;60;0
LNE-059;SICN-03;SICN-31;Balnearios 60 kV;Moyopampa 60 kV;46.4;0.1051;0.4388;60;1
LNE-159;SILS-09;SILS-10;San Juan 60 kV;Pachacutec 60 kV;7.3;0.032;0.2614;60;1
LNE-160;SILS-09;SILS-10;San Juan 60 kV;Pachacutec 60 kV;7.3;0.032;0.2614;60;1
LNE-161;SILS-09;SILS-03;San Juan 60 kV;Praderas 60 kV;26.7;0.1971;0.4462;60;0
LNE-162;SILS-09;SILS-03;San Juan 60 kV;Praderas 60 kV;29.5;0.1971;0.4462;60;0
LNE-060;SICN-47;SICN-31;Salamanca 60 kV;Moyopampa 60 kV;45.4;0.1167;0.4403;60;0
LNE-b60;SICN-47;SICN-31;Salamanca 60 kV;Moyopampa 60 kV;44;0.1051;0.4388;60;0
LED-018;SICN-05;SICN150;Mirador 60 kV;Santa Rosa EDN 60 kV;23.7;0.1229;0.4312;60;0
LED-019;SICN-05;SICN150;Mirador 60 kV;Santa Rosa EDN 60 kV;23.7;0.1229;0.4312;60;0
LED-020;SIED-01;SIED-09;Chavarria 60 kV;Mirones 60 kV;9;0.1119;0.4311;60;1
LED-021;SIED-01;SIED-09;Chavarria 60 kV;Mirones 60 kV;9;0.1119;0.4311;60;1
LED-022;SIED-09;SIED-10;Mirones 60 kV;Barsi 60 kV;14.6;0.1229;0.4312;60;0
LED-023;SIED-09;SIED-10;Mirones 60 kV;Barsi 60 kV;14.6;0.1229;0.4312;60;0
LED-024;SIED-09;SIED-10;Mirones 60 kV;Barsi 60 kV;14.6;0.1229;0.4312;60;0
LED-001;SIED-01;SIED-02;Chavarria 60 kV;Naranjal 60 kV;4;0.1229;0.4355;60;0
LED-002;SIED-01;SIED-02;Chavarria 60 kV;Naranjal 60 kV;4;0.1229;0.4355;60;0
LED-003;SIED-02;SIED-04;Naranjal 60 kV;Chillon 60 kV;11.3;0.1319;0.4301;60;0
LED-004;SIED-02;SIED-04;Naranjal 60 kV;Chillon 60 kV;11.3;0.1319;0.4301;60;0
LED-005;SIED-01;SIED-03;Chavarria 60 kV;Oquendo 60 kV;8.3;0.1318;0.4301;60;0
LED-006;SIED-01;SIED-03;Chavarria 60 kV;Oquendo 60 kV;8.3;0.1318;0.4301;60;0
LED-007;SIED-03;SIED-04;Oquendo 60 kV;Chillon 60 kV;7.5;0.1319;0.4301;60;0
LED-008;SIED-03;SIED-04;Oquendo 60 kV;Chillon 60 kV;7.5;0.1319;0.4301;60;0
LED-009;SIED-01;SIED-05;Chavarria 60 kV;Puente Piedra 60 kV;15.1;0.1122;0.4312;60;0
LED-010;SIED-01;SIED-07;Chavarria 60 kV;Zapallal 60 kV;37.5;0.1093;0.421;60;0
LED-011;SIED-04;SIED-07;Chillon 60 kV;Zapallal 60 kV;12.8;0.1183;0.4554;60;0
LED-012;SIED-04;SIED-07;Chillon 60 kV;Zapallal 60 kV;12.8;0.1183;0.4554;60;0
LED-013;SIED-06;SIED-05;Huarangal 60 kV;Puente Piedra 60 kV;9.7;0.1111;0.4311;60;0
LED-014;SIED-06;SIED-05;Huarangal 60 kV;Puente Piedra 60 kV;9.7;0.1111;0.4311;60;0
LED-015;SIED-05;SIED-07;Puente Piedra 60 kV;Zapallal 60 kV;6.2;0.1126;0.4313;60;0
LED-016;SIED-07;SIED-08;Zapallal 60 kV;Lomera 60 kV;59.3;0.26;0.465;60;0
LED-017;SIED-07;SIED-08;Zapallal 60 kV;Lomera 60 kV;59.3;0.26;0.465;60;0
LLS-001;SILS-01;SILS-02;Chilca 60 kV;San Bartolo 60 kV;16.7;0.3056;0.4647;60;0
LLS-002;SILS-01;SILS-02;Chilca 60 kV;San Bartolo 60 kV;16.1;0.3184;0.4626;60;0
LLS-003;SILS-02;SILS-03;San Bartolo 60 kV;Praderas 60 kV;12.2;0.328;0.468;60;0
